timestamp,pair,breakout_fired,vol_spike_fired,mr_touch_fired
2025-12-14T06:33:00.869390+00:00,ETHUSDT,0,0,0
2025-12-14T06:33:12.784875+00:00,BTCUSDT,0,0,0
2025-12-14T06:33:12.784875+00:00,ETHUSDT,0,0,0
2025-12-14T06:33:24.543783+00:00,BTCUSDT,0,0,0
2025-12-14T06:33:24.543783+00:00,ETHUSDT,0,0,0
2025-12-14T06:33:36.324669+00:00,BTCUSDT,0,0,0
2025-12-14T06:33:36.324669+00:00,ETHUSDT,0,1,0
2025-12-14T06:33:48.164939+00:00,BTCUSDT,0,0,0
2025-12-14T06:33:48.164939+00:00,ETHUSDT,0,1,0
2025-12-14T06:34:00.140318+00:00,BTCUSDT,0,0,0
2025-12-14T06:34:00.140318+00:00,ETHUSDT,0,1,0
2025-12-14T06:34:11.912117+00:00,BTCUSDT,0,0,0
2025-12-14T06:34:11.912117+00:00,ETHUSDT,0,1,0
2025-12-14T06:34:23.844025+00:00,BTCUSDT,0,0,0
2025-12-14T06:34:23.844025+00:00,ETHUSDT,0,1,0
2025-12-14T06:34:35.625090+00:00,BTCUSDT,0,0,0
2025-12-14T06:34:35.625090+00:00,ETHUSDT,0,1,0
2025-12-14T06:34:47.529568+00:00,BTCUSDT,0,0,0
2025-12-14T06:34:47.529568+00:00,ETHUSDT,0,1,0
2025-12-14T06:34:59.299053+00:00,BTCUSDT,0,0,0
2025-12-14T06:34:59.299053+00:00,ETHUSDT,0,1,0
2025-12-14T06:35:11.220689+00:00,BTCUSDT,0,0,0
2025-12-14T06:35:11.220689+00:00,ETHUSDT,0,1,0
2025-12-14T06:35:22.962070+00:00,BTCUSDT,0,0,0
2025-12-14T06:35:22.962070+00:00,ETHUSDT,0,1,0
